time,total_pkt,avg_pkt_size,avg_size_ip,total_src_ip,entropy_src_ip,total_dst_ip,entropy_dst_ip,total_src_prt,entropy_src_prt,total_dst_prt,entropy_dst_prt,entropy_tcp_flag,avg_window_size,color
710,4518,115.727534307,40219.7692308,13,2.072025175,19,0.4820579701,127,3.1146314733,45,2.4316559991,1.254779617,21961.7833554,no_attack
720,3193,60.4935797056,19315.6,10,1.8696168412,15,0.214371983,82,4.4067192473,2,0.3941934025,0,56641.3658537,no_attack
730,3551,63.5311179949,18799.9166667,12,1.8468682048,14,0.2076349702,79,4.0670063517,4,0.8319321064,0.7226871425,48396.0392157,no_attack
740,4037,81.3591776071,18247.0555556,18,2.001305533,22,0.3829232802,99,3.3512041902,20,1.9416940733,1.4119202944,27984.5124224,no_attack
750,3347,68.5413803406,12744.8888889,18,1.982798661,21,0.3213588579,88,3.7694964055,13,1.8117775326,1.451499471,35119.0217391,no_attack
760,3754,60.7301545019,18998.4166667,12,1.8794377468,13,0.1855060005,72,4.1808468956,3,0.4951379447,0.4949261667,56530.4,no_attack
770,3683,60.4409448819,20236.7272727,11,1.8144950745,12,0.1792852387,75,4.312492625,3,0.2755300677,0.191393425,61220.8157895,no_attack
780,3796,60.4214963119,22936,10,1.8247136375,10,0.1610641576,71,4.262679877,1,0,0,64512,no_attack
790,3789,60.3937714437,19069.3333333,12,1.8527461005,12,0.1813379597,76,4.266431711,7,0.672998105,0.5783252867,55516.3882353,no_attack
800,3406,60.6142102173,20645.2,10,1.8614593987,10,0.171410028,23,3.1354942159,1,0,0,64512,no_attack
810,3378,60.7649496744,18660.3636364,11,1.8745138263,12,0.2480518776,73,4.2853313856,3,0.2406799066,0.266484535,61544.8378378,no_attack
820,3321,104.5522433,31565.2727273,11,1.9942715206,11,0.3212773449,78,2.5372222563,5,1.4765811717,1.0947725234,57943.1627119,no_attack
830,3457,117.362742262,33810.25,12,2.0669907999,12,0.333812605,69,2.2587605696,5,1.5411561968,1.1255794872,65204.2439024,no_attack
840,3358,60.6664681358,16976.5,12,1.8928456553,12,0.1869286814,31,3.396633717,3,0.4374949574,0.146144746,64541.7333333,no_attack
850,3598,60.445803224,19771.2727273,11,1.8709881998,11,0.1727636299,74,4.3040650932,2,0.0715848337,0.0715848337,64524.0540541,no_attack
860,3863,60.4359306239,21224,11,1.8415130783,11,0.1656658453,74,4.3040650932,2,0.0715848337,0.0715848337,64524.0540541,no_attack
870,3769,60.4213319183,22772.8,10,1.8210789983,10,0.1620493397,73,4.2904594412,1,0,0,64512,no_attack
880,3781,60.4157630257,20766.5454545,11,1.8177246716,11,0.1624070801,74,4.3040650932,2,0.0715848337,0.0715848337,64524.0540541,no_attack
890,3788,60.3907074974,22876,10,1.8360037254,10,0.1558077934,75,4.3174881135,1,0,0,64512,no_attack
900,3299,60.5201576235,18150.5454545,11,1.9668727519,11,0.1931319936,72,4.276666119,1,0,0,64512,no_attack
910,3739,60.4311313185,22595.2,10,1.8148959049,10,0.1631592227,71,4.262679877,1,0,0,64512,no_attack
920,3605,60.4449375867,21790.4,10,1.8539301526,10,0.1699350218,72,4.276666119,1,0,0,64512,no_attack
930,3464,60.4503464203,19036.3636364,11,1.8440735503,11,0.1750857088,73,4.2904594412,2,0.0723777895,0.0723777895,64524.2191781,no_attack
940,3638,90.8457943925,15022.5909091,22,2.1041402063,22,0.5063344338,91,3.2394661285,30,2.1337106471,1.4337183968,25877.3811765,no_attack
950,3826,67.5044432828,18448,14,1.9285711017,14,0.2252151133,82,3.6809290266,9,1.2747690527,1.1975879773,43866.8467153,no_attack
960,3802,60.4124145187,22968.8,10,1.8126286383,11,0.1632719336,74,4.3040650932,2,0.0715848337,0.0715848337,63875.6756757,no_attack
970,3705,60.375708502,13980.75,16,1.8804635339,16,0.1977537009,81,4.3333800996,7,0.6460601209,0.5566469036,55693.9333333,no_attack
980,3660,60.4163934426,22112.4,10,1.8340355024,10,0.1645410341,73,4.2904594412,1,0,0,64512,no_attack
990,3531,60.4157462475,17777.3333333,12,1.8478112608,12,0.1808707953,77,4.3300405961,4,0.3314517054,0.3141230259,61194.975,no_attack
1000,3608,60.433481153,21804.4,10,1.8316176359,10,0.1681750196,75,4.3174881135,1,0,0,64512,no_attack
1010,3694,60.4320519762,22323.6,10,1.813578255,10,0.1631829053,70,4.2484952421,1,0,0,64512,no_attack
1020,3752,60.4296375267,22673.2,10,1.8234612458,10,0.1626762827,71,4.262679877,1,0,0,64512,no_attack
1030,3332,60.4669867947,18316,11,1.8223494375,11,0.1791979875,72,4.276666119,2,0.0731901292,0.0731901292,64524.3888889,no_attack
1040,3455,60.5290882779,19011.6363636,11,1.8903336903,11,0.1921936551,73,4.2904594412,1,0,0,64512,no_attack
1050,3568,60.4596412556,21572,10,1.8228260873,10,0.1714366579,71,4.262679877,1,0,0,64512,no_attack
1060,3381,60.4105294292,20424.8,10,1.8109969638,10,0.162649317,71,4.262679877,1,0,0,64512,no_attack
1070,3299,60.4643831464,19947.2,10,1.8288463706,10,0.1779737452,72,4.276666119,1,0,0,64512,no_attack
1080,2868,60.7238493724,17415.6,10,1.8653235002,10,0.2022577438,28,3.3322045102,1,0,0,64512,no_attack
1090,3462,60.4956672444,20943.6,10,1.8147234524,10,0.1824663867,71,4.262679877,1,0,0,64512,no_attack
1100,3691,60.4313194256,22305.2,10,1.8151111289,10,0.1666083762,74,4.3040650932,1,0,0,64512,no_attack
1110,3525,60.4834042553,19382.1818182,11,1.8643496919,11,0.1824142731,75,4.3174881135,1,0,0,64512,no_attack
1120,3795,60.4184453228,22928.8,10,1.8129482956,10,0.1611004174,73,4.2904594412,1,0,0,64512,no_attack
1130,3696,60.4502164502,22342.4,10,1.8357163618,10,0.1663587569,69,4.2341065046,1,0,0,64512,no_attack
1140,3770,60.4275862069,22781.2,10,1.8685901358,10,0.1620126216,71,4.262679877,1,0,0,64512,no_attack
1150,3792,60.4261603376,22913.6,10,1.8569978079,10,0.1628120296,73,4.2904594412,1,0,0,64512,no_attack
1160,3853,60.4048793148,23274,10,1.8645800966,10,0.1574730418,73,4.2904594412,1,0,0,64512,no_attack
1170,3711,60.4365400162,22428,10,1.8554318262,10,0.1673593329,73,4.2904594412,1,0,0,64512,no_attack
1180,3815,60.4393184797,20961.4545455,11,1.8762602131,11,0.1689348514,75,4.3174881135,1,0,0,64512,no_attack
1190,3907,60.4064499616,23600.8,10,1.8043181285,10,0.1571449453,73,4.2904594412,1,0,0,64512,no_attack
1200,3839,60.4230268299,23196.4,10,1.8107611719,10,0.1595213288,70,4.2484952421,1,0,0,64512,no_attack
1210,3867,60.3951383501,23354.8,10,1.8128286593,10,0.1537990554,71,4.262679877,1,0,0,64512,no_attack
1220,3888,60.4063786008,23486,10,1.8622977785,10,0.1547188814,69,4.2341065046,1,0,0,64512,no_attack
1230,3891,60.4194294526,23509.2,10,1.8403996243,10,0.1607259357,73,4.2904594412,1,0,0,64512,no_attack
1240,3794,60.4217185029,22924,10,1.8593980946,10,0.1609975176,71,4.262679877,1,0,0,64512,no_attack
1250,3525,60.4970212766,19386.5454545,11,1.9311719414,11,0.187506115,74,4.3040650932,1,0,0,64512,no_attack
1260,3861,60.4112924113,23324.8,10,1.8728716131,10,0.1587441274,73,4.2904594412,1,0,0,64512,no_attack
1270,3796,60.4141201264,22933.2,10,1.8698892689,10,0.1594297474,72,4.276666119,1,0,0,64512,no_attack
1280,3314,60.471937236,20040.4,10,1.8594889303,10,0.18083856,73,4.2904594412,1,0,0,64512,no_attack
1290,3657,60.4386108832,22102.4,10,1.8672070051,10,0.1679293806,73,4.2904594412,1,0,0,64512,no_attack
1300,3852,60.4164070613,23272.4,10,1.8633924071,10,0.1605006751,74,4.3040650932,1,0,0,64512,no_attack
1310,3942,60.3835616438,23803.2,10,1.8410928163,10,0.1544274191,75,4.3174881135,1,0,0,64512,no_attack
1320,3840,60.4552083333,21104.3636364,11,1.9350798725,11,0.1727624929,75,4.3174881135,1,0,0,64512,no_attack
1330,3931,60.4049860086,23745.2,10,1.8473197365,10,0.1578796104,75,4.3174881135,1,0,0,64512,no_attack
1340,3670,60.4032697548,22168,10,1.8408074734,10,0.1608298663,75,4.3174881135,1,0,0,64512,no_attack
1350,3465,60.6499278499,21015.2,10,1.8335160476,10,0.170616606,13,2.5649493575,1,0,0,64512,no_attack
1360,3586,60.4339096486,21671.6,10,1.8411030401,10,0.1754343351,80,4.3820266347,1,0,0,64512,no_attack
1370,3457,60.4616719699,20901.6,10,1.8913215574,10,0.1777864937,74,4.3040650932,1,0,0,64512,no_attack
1380,3393,60.4196875921,20500.4,10,1.8863882342,10,0.1684496206,70,4.2484952421,1,0,0,64512,no_attack
1390,3970,60.4589420655,20001.8333333,12,1.8587288988,12,0.1678405593,76,4.3144545079,2,0.1630236295,0,64512,no_attack
1400,3969,60.3940539179,23970.4,10,1.8607966959,10,0.1550179776,74,4.3040650932,1,0,0,64512,no_attack
1410,3813,60.6556517178,23128,10,1.8691557732,10,0.2097467528,73,4.2904594412,1,0,0,64512,no_attack
1420,3433,60.6443344014,20819.2,10,1.8500114883,10,0.1754571965,19,2.9444389792,1,0,0,64512,no_attack
1430,3755,60.4388814913,22694.8,10,1.8301727135,10,0.1672193658,73,4.2904594412,1,0,0,64512,no_attack
1440,3362,60.496133254,20338.8,10,1.8390561015,10,0.1767999678,63,4.1431347264,1,0,0,64512,no_attack
1450,3682,60.4139054861,22244.4,10,1.842793829,10,0.163701208,74,4.3040650932,1,0,0,64512,no_attack
1460,3904,60.4477459016,21453.4545455,11,1.8712055253,11,0.1702512823,75,4.3174881135,1,0,0,64512,no_attack
1470,3745,60.4112149533,22624,10,1.8211018175,10,0.1628460039,76,4.3307333403,1,0,0,64512,no_attack
1480,3881,60.3730997166,23430.8,10,1.8451180241,10,0.1499978851,73,4.2904594412,1,0,0,64512,no_attack
1490,3783,60.4060269627,22851.6,10,1.8332708993,10,0.1599603631,75,4.3174881135,1,0,0,64512,no_attack
1500,3837,60.4295022153,23186.8,10,1.8320712017,10,0.1642194436,75,4.3174881135,1,0,0,64512,no_attack
1510,3805,60.4183968463,22989.2,10,1.8619895865,10,0.1622811898,74,4.3040650932,1,0,0,64512,attack
1520,3889,60.420673695,21361.4545455,11,1.8728657619,11,0.1631496854,75,4.3174881135,2,0.0708105549,0.0708105549,63679.1466667,attack
1530,4137,82.4534686971,14212.9166667,24,2.0751105138,27,0.4217845818,102,3.1998629202,26,2.0656869816,1.3449902157,62570.2572944,attack
1540,9872,343.309562399,41841.382716,81,2.7106082887,87,1.7702525674,351,3.6046662717,264,3.3258324828,1.1155970342,36463.3651631,attack
1550,10106,318.321096378,57445.5892857,56,2.4434710953,63,1.5046164525,465,3.6894843689,371,3.386994582,1.1750624901,35685.0633888,attack
1560,12962,396.096204289,77790.8939394,66,2.6139556902,76,1.83977815,566,3.7204654991,471,3.5413053292,1.1094251475,35516.209423,attack
1570,13977,394.587393575,70707.025641,78,2.7049035245,86,1.9046447419,607,3.7553970547,503,3.6716246937,1.1357489393,33606.4513098,attack
1580,16755,318.86022083,46864.0614035,114,3.1391937663,120,1.5620935307,780,3.734047912,405,3.433357775,1.1969934842,30420.1743772,attack
1590,132563,81.8458468804,23586.3717391,460,5.428170623,466,0.493675012,9556,7.6429148931,367,3.2377086087,0.9974560687,51922.6914578,attack
1600,299208,62.4446304912,25011.9585007,747,6.1109568273,753,0.3029172029,20168,9.4656830566,308,3.2759650975,0.4392129127,60949.1996278,attack
1610,467783,61.425009032,26629.8192771,1079,6.5198522852,1086,0.277366852,25740,9.8117081402,207,3.4006074586,0.293415826,62746.7068164,attack
1620,637387,60.2244444898,28204.4658339,1361,6.7947957612,1368,0.2528065723,32376,10.1413121967,140,3.5714525452,0.1412660487,63460.3357143,attack
1630,814154,59.5210869197,28141.3072009,1722,7.0333718851,1727,0.2465938498,38169,10.3664343299,68,3.6701975893,0.0116040586,64420.2274265,attack
1640,992842,59.7986336194,29046.2793542,2044,7.2235198042,2049,0.2469151277,41946,10.4199690182,88,3.8496451692,0.0483102029,64131.6537948,attack
1650,1183429,59.553122325,29637.0445753,2378,7.3761091048,2381,0.2433721101,43839,10.4460250656,74,3.9872256085,0.0015753992,64489.0444451,attack
1660,1363540,59.5312818106,29986.4366457,2707,7.5160139482,2710,0.2415944003,47381,10.5214613901,84,4.1479632958,0.002404846,64502.3278918,attack
1670,1549364,59.5104107234,30530.8900662,3020,7.6397078993,3020,0.2406160129,50681,10.5964643021,99,4.2522582283,0.006868548,64486.4919875,attack
1680,1683063,59.5115066994,29845.5348629,3356,7.7377288828,3355,0.2398150243,53123,10.6561802649,102,4.3433472245,0.0019402588,64493.4259048,attack
1690,1430998,59.5333396692,23206.7801689,3671,7.8327969322,3666,0.2380612461,49437,10.5971786333,117,4.4601709746,0.0184537246,64347.7780157,attack
1700,1124280,59.5347689188,16775.3759398,3990,7.9227295876,3980,0.2319782732,44159,10.5082952908,122,4.5383153692,0.0274199624,64231.1980607,attack
1710,823531,59.5477814436,11447.1157796,4284,8.0092696029,4192,0.2301841386,37098,10.3609018362,128,4.6302327014,0.0121110067,64358.7441333,attack
1720,541793,59.5593520034,7134.38868008,4523,8.0788591329,4045,0.2242704927,28087,10.1246556266,136,4.68708838,0.02226881,64256.8386732,attack
1730,1638942,59.6662780013,20030.6368292,4882,8.094684435,4875,0.3425931404,54266,10.6889245978,155,4.727374447,0.0154102416,64326.8383234,attack
1740,1710378,59.7352351352,19735.3355225,5177,8.1458257021,5175,0.3619831446,55042,10.7109082521,157,4.7837435753,0.0231858199,64322.3695975,attack
1750,1722728,59.8126407651,18744.9356012,5497,8.1992634182,5495,0.3879655168,54783,10.702109096,170,4.8628725068,0.0212201859,64294.4539589,attack
1760,1723217,59.878192938,17891.9923704,5767,8.2470645896,5766,0.4054670809,53513,10.6702296959,181,4.9049750257,0.0147968499,64343.8917206,attack
1770,1731089,59.9436967135,16994.4110711,6106,8.294749279,6100,0.4263982818,53112,10.6732435548,189,4.9478879589,0.0201920794,64279.5209912,attack
1780,1708763,59.983267428,16000.1854511,6406,8.3392585863,6403,0.4483407877,53399,10.6751105223,198,5.0063463677,0.016257066,64307.7646275,attack
1790,1708353,60.0380682447,15256.0187416,6723,8.3759316209,6720,0.472201218,53373,10.671639941,211,5.0517334223,0.018151726,64308.4074058,attack
1800,1697767,60.0785378677,14374.2050451,7096,8.4128427104,7093,0.4946915731,54094,10.6927989424,217,5.0847731505,0.0176280041,64320.7399622,attack
1810,1713222,60.0893637836,14491.3316441,7104,8.4184051422,7101,0.4920501606,54035,10.6924957579,219,5.0732362169,0.0203093022,64256.8139206,attack
1820,1714158,60.1104384777,14524.7799549,7094,8.4184695085,7092,0.4924403615,53589,10.6953427321,216,5.0754511374,0.0239066421,64194.4979477,attack
1830,1701162,60.1243408917,14466.9369165,7070,8.4177263788,7063,0.4940442297,52939,10.6768372674,216,5.0841572918,0.0134504315,64371.8359688,attack
1840,1705747,60.0991049669,14520.3779037,7060,8.417113088,7058,0.4917535258,53491,10.6836215472,217,5.0831907733,0.0281077665,64217.5534587,attack
1850,1712871,60.111591591,14623.4060503,7041,8.4182319666,7041,0.490301515,53192,10.679101742,216,5.0775496365,0.0145406245,64327.1312806,attack
1860,1703649,60.0953576705,14600.8836281,7012,8.4141906872,7010,0.4894675673,53773,10.6974468182,214,5.0916655876,0.0200355944,64290.25557,attack
1870,1702761,60.0835419651,14557.187251,7028,8.4125424233,7025,0.4908642565,54537,10.7230120744,217,5.0996608899,0.0181587304,64347.5057943,attack
1880,1704213,60.0929924839,14600.9779013,7014,8.4159601848,7013,0.4900239905,53691,10.695792569,220,5.0911247406,0.0175033152,64339.7819554,attack
1890,1688518,60.0780945184,14475.3059361,7008,8.413690772,7004,0.4879496852,53223,10.6716826687,212,5.0863605468,0.0318880479,64236.1801174,attack
1900,1710302,60.0811669518,14664.8979592,7007,8.4155482982,7005,0.4867063506,53224,10.6739021778,215,5.0899110211,0.0309846132,64313.5867881,attack
1910,1700346,60.0794567694,14620.8478603,6987,8.41108659,6987,0.4870083366,53533,10.6865998859,215,5.1031367329,0.0289179766,64231.9465851,attack
1920,1700559,60.0840688268,14640.5651239,6979,8.4100071914,6977,0.4860516297,53374,10.6815717241,218,5.0942477377,0.0185114684,64340.4508292,attack
1930,1703723,60.0934987671,14718.613571,6956,8.4049403204,6953,0.4843920288,53634,10.6865952403,214,5.0704531898,0.0276357835,64232.5962142,attack
1940,1710743,60.0895306893,14795.2999424,6948,8.4017173834,6947,0.4847817229,53825,10.6959909773,214,5.0695189336,0.0265386097,64266.4143893,attack
1950,1694906,60.0877193189,14672.6748307,6941,8.4033112877,6934,0.4798669851,53327,10.6830227708,217,5.0766755561,0.0261515866,64259.829335,attack
1960,1097591,60.0782878139,9650.42997219,6833,8.4036627768,6817,0.4702625247,43167,10.4936541502,216,5.0718863061,0.0187420321,64307.8317382,attack
1970,1693871,60.1082077679,14706.853965,6923,8.399863435,6921,0.4856851557,52808,10.6689550975,217,5.0668733415,0.0241700561,64274.4752883,attack
1980,1689911,60.1013408398,14747.4832293,6887,8.3993514053,6887,0.4829013941,52542,10.6663766701,216,5.0670220604,0.0230394718,64295.2460555,attack
1990,1691778,60.0947730731,14779.3305713,6879,8.3960011872,6873,0.4820970095,53008,10.6704260651,217,5.0678204141,0.0173316611,64358.493629,correct
2000,1680665,60.1080512773,14685.4917866,6879,8.3970902628,6875,0.4834041452,53330,10.6914264118,215,5.0784984326,0.0156791343,64366.2050764,correct
2010,1667266,60.6313713589,14746.6993435,6855,8.2886418266,6853,0.7066116696,52308,10.6624179887,213,5.0796287956,0.0150159165,64376.5388,correct
2020,1683615,60.0950015294,14740.2164918,6864,8.3900490045,6857,0.4870380658,52967,10.6655112989,214,5.0860708556,0.0125641266,64391.5219201,correct
