time,total_pkt,avg_pkt_size,avg_size_ip,total_src_ip,entropy_src_ip,total_dst_ip,entropy_dst_ip,total_src_prt,entropy_src_prt,total_dst_prt,entropy_dst_prt,entropy_tcp_flag,avg_window_size,color
640,9506,349.2416369,56269.33898,59,2.66733199,61,1.689141563,357,3.519151828,275,3.236919144,1.14324633,31040.26596,no_attack
650,8724,330.6796194,84848.5,34,2.453073788,40,1.31831659,325,3.277535545,244,3.22667833,1.209920671,42389.37206,no_attack
660,7357,202.932989,82943.22222,18,2.264498742,23,1.025918863,379,3.626854638,288,3.374523803,1.376158236,29254.06455,no_attack
670,8110,275.7811344,86022.5,26,2.284907605,31,1.114225786,382,3.524356881,303,3.386834027,1.306198423,29062.99892,no_attack
680,5697,186.5518694,46208.08696,23,2.190921551,26,0.73942763,200,3.308648352,134,3.037176041,1.246173477,17233.09349,no_attack
690,4515,144.1530454,28297.86957,23,2.165434637,26,0.542948813,105,2.8873148,29,2.290396889,1.06192404,42287.06948,no_attack
700,5767,339.4206693,88974.5,22,2.251278343,28,0.762377459,138,2.314388056,48,2.548976105,0.83726,26583.44964,no_attack
710,4518,115.7275343,40219.76923,13,2.072025175,19,0.48205797,127,3.114631473,45,2.431655999,1.254779617,21961.78336,no_attack
720,3193,60.49357971,19315.6,10,1.869616841,15,0.214371983,82,4.406719247,2,0.394193403,0,56641.36585,no_attack
730,3551,63.53111799,18799.91667,12,1.846868205,14,0.20763497,79,4.067006352,4,0.831932106,0.722687143,48396.03922,no_attack
740,4037,81.35917761,18247.05556,18,2.001305533,22,0.38292328,99,3.35120419,20,1.941694073,1.411920294,27984.51242,no_attack
750,3347,68.54138034,12744.88889,18,1.982798661,21,0.321358858,88,3.769496406,13,1.811777533,1.451499471,35119.02174,no_attack
760,3754,60.7301545,18998.41667,12,1.879437747,13,0.185506001,72,4.180846896,3,0.495137945,0.494926167,56530.4,no_attack
770,3683,60.44094488,20236.72727,11,1.814495075,12,0.179285239,75,4.312492625,3,0.275530068,0.191393425,61220.81579,no_attack
780,3796,60.42149631,22936,10,1.824713638,10,0.161064158,71,4.262679877,1,0,0,64512,no_attack
790,3789,60.39377144,19069.33333,12,1.852746101,12,0.18133796,76,4.266431711,7,0.672998105,0.578325287,55516.38824,no_attack
800,3406,60.61421022,20645.2,10,1.861459399,10,0.171410028,23,3.135494216,1,0,0,64512,no_attack
810,3378,60.76494967,18660.36364,11,1.874513826,12,0.248051878,73,4.285331386,3,0.240679907,0.266484535,61544.83784,no_attack
820,3321,104.5522433,31565.27273,11,1.994271521,11,0.321277345,78,2.537222256,5,1.476581172,1.094772523,57943.16271,no_attack
830,3457,117.3627423,33810.25,12,2.0669908,12,0.333812605,69,2.25876057,5,1.541156197,1.125579487,65204.2439,no_attack
840,3358,60.66646814,16976.5,12,1.892845655,12,0.186928681,31,3.396633717,3,0.437494957,0.146144746,64541.73333,no_attack
850,3598,60.44580322,19771.27273,11,1.8709882,11,0.17276363,74,4.304065093,2,0.071584834,0.071584834,64524.05405,no_attack
860,3863,60.43593062,21224,11,1.841513078,11,0.165665845,74,4.304065093,2,0.071584834,0.071584834,64524.05405,no_attack
870,3769,60.42133192,22772.8,10,1.821078998,10,0.16204934,73,4.290459441,1,0,0,64512,no_attack
880,3781,60.41576303,20766.54545,11,1.817724672,11,0.16240708,74,4.304065093,2,0.071584834,0.071584834,64524.05405,no_attack
890,3788,60.3907075,22876,10,1.836003725,10,0.155807793,75,4.317488114,1,0,0,64512,no_attack
900,3299,60.52015762,18150.54545,11,1.966872752,11,0.193131994,72,4.276666119,1,0,0,64512,no_attack
910,3739,60.43113132,22595.2,10,1.814895905,10,0.163159223,71,4.262679877,1,0,0,64512,no_attack
920,3605,60.44493759,21790.4,10,1.853930153,10,0.169935022,72,4.276666119,1,0,0,64512,no_attack
930,3464,60.45034642,19036.36364,11,1.84407355,11,0.175085709,73,4.290459441,2,0.07237779,0.07237779,64524.21918,no_attack
940,3638,90.84579439,15022.59091,22,2.104140206,22,0.506334434,91,3.239466129,30,2.133710647,1.433718397,25877.38118,no_attack
950,3826,67.50444328,18448,14,1.928571102,14,0.225215113,82,3.680929027,9,1.274769053,1.197587977,43866.84672,no_attack
960,3802,60.41241452,22968.8,10,1.812628638,11,0.163271934,74,4.304065093,2,0.071584834,0.071584834,63875.67568,no_attack
970,3705,60.3757085,13980.75,16,1.880463534,16,0.197753701,81,4.3333801,7,0.646060121,0.556646904,55693.93333,no_attack
980,3660,60.41639344,22112.4,10,1.834035502,10,0.164541034,73,4.290459441,1,0,0,64512,no_attack
990,3531,60.41574625,17777.33333,12,1.847811261,12,0.180870795,77,4.330040596,4,0.331451705,0.314123026,61194.975,no_attack
1000,3608,60.43348115,21804.4,10,1.831617636,10,0.16817502,75,4.317488114,1,0,0,64512,no_attack
1010,3694,60.43205198,22323.6,10,1.813578255,10,0.163182905,70,4.248495242,1,0,0,64512,no_attack
1020,3752,60.42963753,22673.2,10,1.823461246,10,0.162676283,71,4.262679877,1,0,0,64512,no_attack
1030,3332,60.46698679,18316,11,1.822349438,11,0.179197988,72,4.276666119,2,0.073190129,0.073190129,64524.38889,no_attack
1040,3455,60.52908828,19011.63636,11,1.89033369,11,0.192193655,73,4.290459441,1,0,0,64512,no_attack
1050,3568,60.45964126,21572,10,1.822826087,10,0.171436658,71,4.262679877,1,0,0,64512,no_attack
1060,3381,60.41052943,20424.8,10,1.810996964,10,0.162649317,71,4.262679877,1,0,0,64512,no_attack
1070,3299,60.46438315,19947.2,10,1.828846371,10,0.177973745,72,4.276666119,1,0,0,64512,no_attack
1080,2868,60.72384937,17415.6,10,1.8653235,10,0.202257744,28,3.33220451,1,0,0,64512,no_attack
1090,3462,60.49566724,20943.6,10,1.814723452,10,0.182466387,71,4.262679877,1,0,0,64512,no_attack
1100,3691,60.43131943,22305.2,10,1.815111129,10,0.166608376,74,4.304065093,1,0,0,64512,no_attack
1110,3525,60.48340426,19382.18182,11,1.864349692,11,0.182414273,75,4.317488114,1,0,0,64512,no_attack
1120,3795,60.41844532,22928.8,10,1.812948296,10,0.161100417,73,4.290459441,1,0,0,64512,no_attack
1130,3696,60.45021645,22342.4,10,1.835716362,10,0.166358757,69,4.234106505,1,0,0,64512,no_attack
1140,3770,60.42758621,22781.2,10,1.868590136,10,0.162012622,71,4.262679877,1,0,0,64512,no_attack
1150,3792,60.42616034,22913.6,10,1.856997808,10,0.16281203,73,4.290459441,1,0,0,64512,no_attack
1160,3853,60.40487931,23274,10,1.864580097,10,0.157473042,73,4.290459441,1,0,0,64512,no_attack
1170,3711,60.43654002,22428,10,1.855431826,10,0.167359333,73,4.290459441,1,0,0,64512,no_attack
1180,3815,60.43931848,20961.45455,11,1.876260213,11,0.168934851,75,4.317488114,1,0,0,64512,no_attack
1190,3907,60.40644996,23600.8,10,1.804318129,10,0.157144945,73,4.290459441,1,0,0,64512,no_attack
1200,3839,60.42302683,23196.4,10,1.810761172,10,0.159521329,70,4.248495242,1,0,0,64512,no_attack
1210,3867,60.39513835,23354.8,10,1.812828659,10,0.153799055,71,4.262679877,1,0,0,64512,no_attack
1220,3888,60.4063786,23486,10,1.862297779,10,0.154718881,69,4.234106505,1,0,0,64512,no_attack
1230,3891,60.41942945,23509.2,10,1.840399624,10,0.160725936,73,4.290459441,1,0,0,64512,no_attack
1240,3794,60.4217185,22924,10,1.859398095,10,0.160997518,71,4.262679877,1,0,0,64512,no_attack
1250,3525,60.49702128,19386.54545,11,1.931171941,11,0.187506115,74,4.304065093,1,0,0,64512,no_attack
1260,3861,60.41129241,23324.8,10,1.872871613,10,0.158744127,73,4.290459441,1,0,0,64512,no_attack
1270,3796,60.41412013,22933.2,10,1.869889269,10,0.159429747,72,4.276666119,1,0,0,64512,no_attack
1280,3314,60.47193724,20040.4,10,1.85948893,10,0.18083856,73,4.290459441,1,0,0,64512,no_attack
1290,3657,60.43861088,22102.4,10,1.867207005,10,0.167929381,73,4.290459441,1,0,0,64512,no_attack
1300,3852,60.41640706,23272.4,10,1.863392407,10,0.160500675,74,4.304065093,1,0,0,64512,no_attack
1310,3942,60.38356164,23803.2,10,1.841092816,10,0.154427419,75,4.317488114,1,0,0,64512,no_attack
1320,3840,60.45520833,21104.36364,11,1.935079873,11,0.172762493,75,4.317488114,1,0,0,64512,no_attack
1330,3931,60.40498601,23745.2,10,1.847319737,10,0.15787961,75,4.317488114,1,0,0,64512,no_attack
1340,3670,60.40326975,22168,10,1.840807473,10,0.160829866,75,4.317488114,1,0,0,64512,no_attack
1350,3465,60.64992785,21015.2,10,1.833516048,10,0.170616606,13,2.564949358,1,0,0,64512,no_attack
1360,3586,60.43390965,21671.6,10,1.84110304,10,0.175434335,80,4.382026635,1,0,0,64512,no_attack
1370,3457,60.46167197,20901.6,10,1.891321557,10,0.177786494,74,4.304065093,1,0,0,64512,no_attack
1380,3393,60.41968759,20500.4,10,1.886388234,10,0.168449621,70,4.248495242,1,0,0,64512,no_attack
1390,3970,60.45894207,20001.83333,12,1.858728899,12,0.167840559,76,4.314454508,2,0.16302363,0,64512,no_attack
1400,3969,60.39405392,23970.4,10,1.860796696,10,0.155017978,74,4.304065093,1,0,0,64512,no_attack
1410,3813,60.65565172,23128,10,1.869155773,10,0.209746753,73,4.290459441,1,0,0,64512,no_attack
1420,3433,60.6443344,20819.2,10,1.850011488,10,0.175457197,19,2.944438979,1,0,0,64512,no_attack
1430,3755,60.43888149,22694.8,10,1.830172714,10,0.167219366,73,4.290459441,1,0,0,64512,no_attack
1440,3362,60.49613325,20338.8,10,1.839056102,10,0.176799968,63,4.143134726,1,0,0,64512,no_attack
1450,3682,60.41390549,22244.4,10,1.842793829,10,0.163701208,74,4.304065093,1,0,0,64512,no_attack
1460,3904,60.4477459,21453.45455,11,1.871205525,11,0.170251282,75,4.317488114,1,0,0,64512,no_attack
1470,3745,60.41121495,22624,10,1.821101818,10,0.162846004,76,4.33073334,1,0,0,64512,no_attack
1480,3881,60.37309972,23430.8,10,1.845118024,10,0.149997885,73,4.290459441,1,0,0,64512,no_attack
1490,3783,60.40602696,22851.6,10,1.833270899,10,0.159960363,75,4.317488114,1,0,0,64512,no_attack
1500,3837,60.42950222,23186.8,10,1.832071202,10,0.164219444,75,4.317488114,1,0,0,64512,no_attack
1510,3805,60.41839685,22989.2,10,1.861989587,10,0.16228119,74,4.304065093,1,0,0,64512,attack
1520,3889,60.4206737,21361.45455,11,1.872865762,11,0.163149685,75,4.317488114,2,0.070810555,0.070810555,63679.14667,attack
1530,4137,82.4534687,14212.91667,24,2.075110514,27,0.421784582,102,3.19986292,26,2.065686982,1.344990216,62570.25729,attack
1540,9872,343.3095624,41841.38272,81,2.710608289,87,1.770252567,351,3.604666272,264,3.325832483,1.115597034,36463.36516,attack
1550,10106,318.3210964,57445.58929,56,2.443471095,63,1.504616453,465,3.689484369,371,3.386994582,1.17506249,35685.06339,attack
1560,12962,396.0962043,77790.89394,66,2.61395569,76,1.83977815,566,3.720465499,471,3.541305329,1.109425148,35516.20942,attack
1570,13977,394.5873936,70707.02564,78,2.704903525,86,1.904644742,607,3.755397055,503,3.671624694,1.135748939,33606.45131,attack
1580,16755,318.8602208,46864.0614,114,3.139193766,120,1.562093531,780,3.734047912,405,3.433357775,1.196993484,30420.17438,attack
1590,132563,81.84584688,23586.37174,460,5.428170623,466,0.493675012,9556,7.642914893,367,3.237708609,0.997456069,51922.69146,attack
1600,299208,62.44463049,25011.9585,747,6.110956827,753,0.302917203,20168,9.465683057,308,3.275965098,0.439212913,60949.19963,attack
1610,467783,61.42500903,26629.81928,1079,6.519852285,1086,0.277366852,25740,9.81170814,207,3.400607459,0.293415826,62746.70682,attack
1620,637387,60.22444449,28204.46583,1361,6.794795761,1368,0.252806572,32376,10.1413122,140,3.571452545,0.141266049,63460.33571,attack
1630,814154,59.52108692,28141.3072,1722,7.033371885,1727,0.24659385,38169,10.36643433,68,3.670197589,0.011604059,64420.22743,attack
1640,992842,59.79863362,29046.27935,2044,7.223519804,2049,0.246915128,41946,10.41996902,88,3.849645169,0.048310203,64131.65379,attack
1650,1183429,59.55312233,29637.04458,2378,7.376109105,2381,0.24337211,43839,10.44602507,74,3.987225609,0.001575399,64489.04445,attack
1660,1363540,59.53128181,29986.43665,2707,7.516013948,2710,0.2415944,47381,10.52146139,84,4.147963296,0.002404846,64502.32789,attack
1670,1549364,59.51041072,30530.89007,3020,7.639707899,3020,0.240616013,50681,10.5964643,99,4.252258228,0.006868548,64486.49199,attack
1680,1683063,59.5115067,29845.53486,3356,7.737728883,3355,0.239815024,53123,10.65618026,102,4.343347225,0.001940259,64493.4259,attack
1690,1430998,59.53333967,23206.78017,3671,7.832796932,3666,0.238061246,49437,10.59717863,117,4.460170975,0.018453725,64347.77802,attack
1700,1124280,59.53476892,16775.37594,3990,7.922729588,3980,0.231978273,44159,10.50829529,122,4.538315369,0.027419962,64231.19806,attack
1710,823531,59.54778144,11447.11578,4284,8.009269603,4192,0.230184139,37098,10.36090184,128,4.630232701,0.012111007,64358.74413,attack
1720,541793,59.559352,7134.38868,4523,8.078859133,4045,0.224270493,28087,10.12465563,136,4.68708838,0.02226881,64256.83867,attack
1730,1638942,59.666278,20030.63683,4882,8.094684435,4875,0.34259314,54266,10.6889246,155,4.727374447,0.015410242,64326.83832,attack
1740,1710378,59.73523514,19735.33552,5177,8.145825702,5175,0.361983145,55042,10.71090825,157,4.783743575,0.02318582,64322.3696,attack
1750,1722728,59.81264077,18744.9356,5497,8.199263418,5495,0.387965517,54783,10.7021091,170,4.862872507,0.021220186,64294.45396,attack
1760,1723217,59.87819294,17891.99237,5767,8.24706459,5766,0.405467081,53513,10.6702297,181,4.904975026,0.01479685,64343.89172,attack
1770,1731089,59.94369671,16994.41107,6106,8.294749279,6100,0.426398282,53112,10.67324355,189,4.947887959,0.020192079,64279.52099,attack
1780,1708763,59.98326743,16000.18545,6406,8.339258586,6403,0.448340788,53399,10.67511052,198,5.006346368,0.016257066,64307.76463,attack
1790,1708353,60.03806824,15256.01874,6723,8.375931621,6720,0.472201218,53373,10.67163994,211,5.051733422,0.018151726,64308.40741,attack
1800,1697767,60.07853787,14374.20505,7096,8.41284271,7093,0.494691573,54094,10.69279894,217,5.084773151,0.017628004,64320.73996,attack
1810,1713222,60.08936378,14491.33164,7104,8.418405142,7101,0.492050161,54035,10.69249576,219,5.073236217,0.020309302,64256.81392,attack
1820,1714158,60.11043848,14524.77995,7094,8.418469509,7092,0.492440362,53589,10.69534273,216,5.075451137,0.023906642,64194.49795,attack
1830,1701162,60.12434089,14466.93692,7070,8.417726379,7063,0.49404423,52939,10.67683727,216,5.084157292,0.013450432,64371.83597,attack
1840,1705747,60.09910497,14520.3779,7060,8.417113088,7058,0.491753526,53491,10.68362155,217,5.083190773,0.028107767,64217.55346,attack
1850,1712871,60.11159159,14623.40605,7041,8.418231967,7041,0.490301515,53192,10.67910174,216,5.077549637,0.014540625,64327.13128,attack
1860,1703649,60.09535767,14600.88363,7012,8.414190687,7010,0.489467567,53773,10.69744682,214,5.091665588,0.020035594,64290.25557,attack
1870,1702761,60.08354197,14557.18725,7028,8.412542423,7025,0.490864257,54537,10.72301207,217,5.09966089,0.01815873,64347.50579,attack
1880,1704213,60.09299248,14600.9779,7014,8.415960185,7013,0.490023991,53691,10.69579257,220,5.091124741,0.017503315,64339.78196,attack
1890,1688518,60.07809452,14475.30594,7008,8.413690772,7004,0.487949685,53223,10.67168267,212,5.086360547,0.031888048,64236.18012,attack
1900,1710302,60.08116695,14664.89796,7007,8.415548298,7005,0.486706351,53224,10.67390218,215,5.089911021,0.030984613,64313.58679,attack
1910,1700346,60.07945677,14620.84786,6987,8.41108659,6987,0.487008337,53533,10.68659989,215,5.103136733,0.028917977,64231.94659,attack
1920,1700559,60.08406883,14640.56512,6979,8.410007191,6977,0.48605163,53374,10.68157172,218,5.094247738,0.018511468,64340.45083,attack
1930,1703723,60.09349877,14718.61357,6956,8.40494032,6953,0.484392029,53634,10.68659524,214,5.07045319,0.027635784,64232.59621,attack
1940,1710743,60.08953069,14795.29994,6948,8.401717383,6947,0.484781723,53825,10.69599098,214,5.069518934,0.02653861,64266.41439,attack
1950,1694906,60.08771932,14672.67483,6941,8.403311288,6934,0.479866985,53327,10.68302277,217,5.076675556,0.026151587,64259.82934,attack
1960,1097591,60.07828781,9650.429972,6833,8.403662777,6817,0.470262525,43167,10.49365415,216,5.071886306,0.018742032,64307.83174,attack
1970,1693871,60.10820777,14706.85397,6923,8.399863435,6921,0.485685156,52808,10.6689551,217,5.066873342,0.024170056,64274.47529,attack
1980,1689911,60.10134084,14747.48323,6887,8.399351405,6887,0.482901394,52542,10.66637667,216,5.06702206,0.023039472,64295.24606,attack
1990,1691778,60.09477307,14779.33057,6879,8.396001187,6873,0.48209701,53008,10.67042607,217,5.067820414,0.017331661,64358.49363,attack
2000,1680665,60.10805128,14685.49179,6879,8.397090263,6875,0.483404145,53330,10.69142641,215,5.078498433,0.015679134,64366.20508,attack
2010,1667266,60.63137136,14746.69934,6855,8.288641827,6853,0.70661167,52308,10.66241799,213,5.079628796,0.015015917,64376.5388,attack
2020,1683615,60.09500153,14740.21649,6864,8.390049005,6857,0.487038066,52967,10.6655113,214,5.086070856,0.012564127,64391.52192,attack
2030,1683135,60.10070375,14778.31965,6845,8.388932603,6843,0.489168978,53031,10.66919222,215,5.091583661,0.028991815,64266.04416,attack
2040,1668998,60.11575688,14685.75498,6832,8.38633654,6829,0.488724474,52373,10.66142027,214,5.090485137,0.02730105,64265.82924,attack
2050,1703946,60.08845233,15010.62571,6821,8.388635923,6819,0.478828951,53061,10.67551361,213,5.095590344,0.027079262,64264.89845,attack
2060,1688856,60.08950023,14899.79636,6811,8.389327053,6810,0.475817878,52485,10.65943578,212,5.089755388,0.02764094,64274.00686,attack
2070,1699560,60.09184142,14983.81602,6816,8.389589368,6814,0.475961679,52993,10.68166286,213,5.078974199,0.023420275,64355.25901,attack
2080,1701351,60.05742143,14986.6169,6818,8.394223575,6816,0.466222387,53138,10.68328827,216,5.087272537,0.024555318,64374.53418,attack
2090,1707677,60.04194763,15098.25549,6791,8.396380633,6789,0.457700664,53209,10.6811663,210,5.091221329,0.033186257,64350.42614,attack
2100,1696059,60.06547709,15030.18486,6778,8.393314932,6773,0.46453274,52647,10.6710243,211,5.090115949,0.036419735,64161.60412,attack
2110,1712898,60.0620971,15153.9617,6789,8.393763602,6789,0.464788781,52912,10.6739079,213,5.094839407,0.027849803,64323.93253,attack
2120,1706873,60.0871588,15140.41172,6774,8.38938982,6773,0.469241604,52919,10.67911564,214,5.095108855,0.031250722,64235.6889,attack
2130,1702624,60.07988141,15141.12611,6756,8.388820446,6752,0.466852003,53247,10.69396836,213,5.086534279,0.018071084,64361.90331,attack
2140,1709927,60.09386307,15182.6417,6768,8.386859094,6767,0.469781919,52427,10.66408344,214,5.073550327,0.028950466,64225.90019,attack
2150,1696956,60.11703132,15075.50717,6767,8.38638771,6764,0.472660004,52497,10.67796998,213,5.068006773,0.025275924,64277.43495,attack
2160,1399629,60.01614285,12533.6219,6702,8.396235619,6672,0.434808581,48605,10.6076517,210,5.064538497,0.019213059,64351.81768,attack
2170,1673808,60.11787075,14940.72353,6735,8.382629537,6732,0.475554028,52051,10.66308699,215,5.073270157,0.037217739,64170.38135,attack
2180,1701799,60.08933899,15190.13324,6732,8.382790325,6731,0.469801693,52660,10.67914074,213,5.089409559,0.026747291,64258.43472,attack
2190,1701402,60.09425345,15192.34517,6730,8.38199067,6730,0.474337955,53179,10.69179891,214,5.082980049,0.024234644,64302.15676,attack
