time,total_pkt,avg_pkt_size,avg_size_ip,total_src_ip,entropy_src_ip,total_dst_ip,entropy_dst_ip,total_src_prt,entropy_src_prt,total_dst_prt,entropy_dst_prt,entropy_tcp_flag,avg_window_size,color
220,3889,378.4867836,6633.93578,233,0.799063322,245,0.784592864,237,0.725727047,196,0.745590295,0.612367986,18006.60272,no_attack
230,3715,414.8922189,6560.708696,247,0.783315977,247,0.779162018,238,0.7159932,190,0.733543199,0.600681451,18183.4933,no_attack
240,4594,420.1135449,8543.581818,240,0.763218241,246,0.759334449,238,0.695480638,205,0.706688942,0.614244859,19541.35279,no_attack
250,5224,488.4178295,11053.66667,241,0.699407845,251,0.700258652,233,0.640836425,215,0.647857626,0.622268575,19490.59348,no_attack
260,5131,442.5572021,9371.472803,252,0.746415667,258,0.747319171,221,0.682872018,207,0.697266539,0.612434534,18425.92995,no_attack
270,6154,463.976348,12196.52609,243,0.767418355,260,0.762633044,281,0.667152252,262,0.677114318,0.657520038,17320.2923,no_attack
280,4322,361.1599811,6485.576271,251,0.777947148,266,0.779423427,268,0.721181315,232,0.724973088,0.666399544,17146.55152,no_attack
290,4770,394.1483141,7300.312253,266,0.797546032,275,0.792256572,289,0.709235365,250,0.728083074,0.665709245,20224.90094,no_attack
300,4812,395.7835773,8040.206897,252,0.79256235,257,0.79390785,264,0.720765467,226,0.724259745,0.639058643,16436.92431,no_attack
310,5359,374.8149276,7689.5625,270,0.797454376,277,0.802231875,297,0.736433308,265,0.729974939,0.65210682,18552.77674,no_attack
320,5567,292.351889,6306.283465,268,0.786778835,283,0.785818021,308,0.730362913,272,0.727543083,0.581723593,19932.7988,no_attack
330,4309,356.0722749,6058.971774,261,0.785333279,269,0.783235163,266,0.732891497,239,0.731551499,0.650595706,17936.50379,no_attack
340,5604,363.3750453,8957.84375,236,0.764275808,249,0.762707184,300,0.700852991,273,0.694398345,0.66078472,17627.69491,no_attack
350,4784,360.3715144,7241.603448,249,0.77016529,270,0.770160867,267,0.725306111,229,0.725661075,0.666234111,18231.61398,no_attack
360,5855,315.7598337,7888.528139,247,0.774714955,269,0.769259344,352,0.715052304,318,0.709923032,0.723316284,17004.60967,no_attack
370,5796,334.1972052,8657.371041,237,0.750943231,254,0.744647428,367,0.714748628,331,0.710532846,0.738238201,15895.10266,no_attack
380,4042,317.5721844,5577.185841,242,0.791323453,258,0.79165897,295,0.737003223,255,0.728344832,0.681880698,17394.08858,no_attack
390,4844,367.9928511,7292.391667,253,0.778620965,264,0.779338002,280,0.719768184,250,0.72689313,0.671202516,18266.38185,no_attack
400,4770,305.8807905,6151.602564,249,0.77474327,266,0.771081114,302,0.726721446,274,0.730162173,0.686673821,16645.80289,no_attack
410,3877,280.966124,4797.843049,237,0.781286005,256,0.770836324,244,0.723936661,225,0.727330787,0.657211037,17416.7629,no_attack
420,4995,338.1385714,7111.06867,252,0.757026316,265,0.75803409,266,0.692260681,229,0.696754065,0.605850936,16112.36841,no_attack
430,4455,312.3827189,6052.415179,242,0.788496437,250,0.791180876,284,0.717117548,255,0.724973568,0.610608696,16040.50613,no_attack
440,3817,317.8294323,5136.4,243,0.788264555,260,0.780903389,284,0.713763015,239,0.725982381,0.628699948,16806.88065,no_attack
450,6185,242.9236591,6562.177778,235,0.760205356,251,0.765716425,825,0.665561814,763,0.658511405,0.602381799,16761.17825,no_attack
460,5446,252.2466579,5774.491379,249,0.753603052,263,0.756780568,831,0.669814504,753,0.657245887,0.590677278,16295.62054,no_attack
470,7280,273.6906263,8798.783784,238,0.714512018,263,0.69986676,1359,0.63825122,1268,0.635903558,0.600569231,18729.82649,no_attack
480,8750,539.4793868,20464.56828,242,0.632825615,258,0.628161258,891,0.543509962,814,0.540172023,0.554520592,13549.54962,no_attack
490,5984,328.1217883,8401.644737,242,0.759957923,254,0.757134476,783,0.668114277,689,0.65830482,0.606929211,16290.40166,no_attack
500,5512,276.627179,6501.348018,240,0.762560753,255,0.759205045,781,0.666582775,679,0.660119957,0.574448082,18639.35723,no_attack
510,5118,279.9104175,6364.414747,227,0.773653919,237,0.768448049,721,0.679561997,615,0.67237667,0.547410758,16843.5064,no_attack
520,5704,353.2423803,8692.285714,238,0.75004443,248,0.750286058,516,0.653395382,408,0.651912648,0.572959771,16375.5298,no_attack
530,6245,371.5839307,9863.415929,243,0.750788833,254,0.750642615,507,0.661860103,375,0.662792401,0.560572518,14985.51119,no_attack
540,6332,421.908672,11004.03004,253,0.769728206,265,0.768193011,523,0.650414903,361,0.669138712,0.594945334,17605.30922,no_attack
550,6243,478.9973275,12203.22128,249,0.725795022,260,0.720044222,396,0.641284038,262,0.662215613,0.562917601,13881.31473,no_attack
560,6590,450.8529179,11588.38618,260,0.748183342,277,0.750125887,401,0.663907898,266,0.676129525,0.567999773,15745.89246,no_attack
570,5209,363.5870135,7359.297959,259,0.774764953,267,0.776031578,396,0.689151702,275,0.700696386,0.60807395,16501.17596,no_attack
580,5240,376.7624057,7414.566406,268,0.790930217,281,0.785317182,342,0.699962882,242,0.724463294,0.584297299,17639.41906,no_attack
590,7245,378.9967505,10277.9272,274,0.787418518,285,0.785897768,391,0.672010489,312,0.6918046,0.629882452,17134.77529,no_attack
600,5584,396.5622001,9634.860987,241,0.761330536,254,0.763086982,291,0.692708446,221,0.705691461,0.531537058,17417.43926,no_attack
610,5267,294.3688509,6230.201646,256,0.794558823,260,0.793463457,306,0.724434268,244,0.738245356,0.600694474,16424.53398,no_attack
620,4812,328.4400171,6551.957265,248,0.799039052,258,0.795955994,284,0.737663883,222,0.755488131,0.564782687,17536.24047,no_attack
630,4277,315.4959213,5742.30131,242,0.792348146,245,0.788585068,243,0.744353169,200,0.762866523,0.514851269,17426.43293,no_attack
640,5021,375.8840845,8156.85022,240,0.787847775,257,0.784264533,251,0.735601383,204,0.757262555,0.53841537,17372.51504,no_attack
650,4951,402.0617105,8906.220183,233,0.778442087,243,0.778836686,231,0.729157907,189,0.738819666,0.512667714,18011.91451,no_attack
660,6197,465.6565474,12556.24336,243,0.744227467,258,0.740008038,240,0.67730699,197,0.698270194,0.521105,19733.69186,no_attack
670,4558,326.3991474,7131.181373,219,0.791679545,231,0.78390986,225,0.731089439,197,0.745247154,0.500811647,17195.11057,no_attack
680,5607,365.2378614,9006.470852,236,0.771134627,246,0.760861458,263,0.703439976,233,0.725342766,0.554306098,17140.57812,no_attack
690,5098,393.0414673,8840.789238,237,0.767681396,248,0.757846089,245,0.705606964,217,0.726343182,0.571685283,17107.733,no_attack
700,4888,335.9350083,6884.523404,250,0.782233098,260,0.774565984,240,0.728067552,220,0.74343712,0.534721478,18071.89417,no_attack
710,6575,437.4858112,11392.2008,261,0.721568906,274,0.718618206,247,0.701649,222,0.706091341,0.52283754,15798.09903,no_attack
720,5832,332.1424825,7660.705645,267,0.79175562,277,0.789520781,285,0.745023385,269,0.746797042,0.564589669,17854.98841,no_attack
730,7331,506.2302188,15138.99177,256,0.730312626,259,0.732744234,253,0.684273608,240,0.696261719,0.542448554,17620.8446,no_attack
740,4776,321.6518313,6190.479508,256,0.7907859,265,0.788552799,255,0.734225659,234,0.738747799,0.572115569,17396.69413,no_attack
750,5570,400.8206482,8122.904059,280,0.794622491,293,0.791913462,260,0.715689131,241,0.728580033,0.586902649,16117.13158,no_attack
760,7018,450.2553651,11164.725,291,0.745828391,303,0.746534931,277,0.66741038,265,0.690728694,0.571141109,16242.5347,no_attack
770,6247,425.8788714,10299.58824,269,0.734429481,281,0.72814811,225,0.681706418,213,0.701969684,0.522545461,16704.70752,no_attack
780,8887,580.470989,19662.33846,275,0.673098716,286,0.674974967,263,0.62871639,252,0.631233629,0.537492743,13826.15969,no_attack
790,5118,403.6957735,7940.933333,272,0.767776233,289,0.761301616,252,0.68796032,237,0.701629203,0.608105523,16062.26067,no_attack
800,5327,428.194825,9261.695473,258,0.770078021,271,0.763608592,248,0.675425441,233,0.695907043,0.592889097,15803.62625,no_attack
810,6418,430.5017306,11214.21721,253,0.770428733,264,0.76367028,321,0.674027831,307,0.688064731,0.647774958,16162.59469,no_attack
820,6762,534.3717968,15173.88511,251,0.710458197,256,0.713182724,243,0.66204469,228,0.667211978,0.550567959,14544.70649,no_attack
830,5328,420.1500763,9335.877119,253,0.780154747,268,0.774882615,266,0.695962138,243,0.716731525,0.595296078,17373.30581,no_attack
840,5556,427.031427,9578.454918,263,0.759368632,267,0.758397431,278,0.66949999,241,0.68921419,0.597521445,16379.4707,no_attack
850,7203,549.1635802,16042.77869,259,0.700359076,268,0.699032991,253,0.640968893,227,0.654025358,0.539003672,13964.81231,no_attack
860,7016,462.8256284,14763.4977,230,0.743936823,244,0.733535587,296,0.674972692,281,0.688892145,0.618077674,16589.37779,no_attack
870,15998,786.1839016,57970.14352,226,0.451295453,232,0.451087096,228,0.429514315,206,0.440937593,0.469113059,11186.24695,attack
880,5043,405.43799,8404.391667,252,0.781258614,262,0.775008525,274,0.684982002,253,0.704239827,0.637399402,15632.94989,no_attack
890,6043,468.848546,10769.03475,277,0.772726815,287,0.772415669,317,0.686572637,296,0.69856507,0.663280286,18172.5617,no_attack
900,5120,301.6382979,5724.298113,281,0.782687981,291,0.783841975,295,0.712957337,275,0.716322871,0.627145218,16726.70317,no_attack
910,4776,287.7586207,5540.532787,259,0.789621348,266,0.79456254,290,0.721180601,269,0.724165651,0.58582614,17545.37286,no_attack
920,4518,289.579566,5693.777778,239,0.796525638,261,0.793113413,266,0.737706158,239,0.735365512,0.601880468,17313.623,no_attack
930,5318,335.5210052,6859.101961,267,0.785518524,280,0.78550812,268,0.733476259,252,0.737001086,0.607394451,17072.48265,no_attack
940,4490,335.2619481,6242.122881,251,0.790341995,267,0.788784582,257,0.749877305,241,0.750808211,0.620946242,17730.55889,no_attack
950,4753,299.9209512,6222.36,238,0.785626596,259,0.790499817,256,0.740789554,233,0.730549978,0.584852685,18599.65483,no_attack
960,5574,415.5372021,9361.508197,262,0.786399907,272,0.782587128,273,0.705366194,257,0.728523442,0.645111255,17103.87967,no_attack
970,4610,301.374287,5538.967742,259,0.784387014,265,0.789045175,273,0.734201389,247,0.730254144,0.636373753,17017.87812,no_attack
980,4955,293.8732743,6453.244344,236,0.783193748,257,0.769082583,269,0.733305042,249,0.733779129,0.632426257,18296.66723,no_attack
990,4944,335.0895492,6514.888446,259,0.789617275,266,0.790666948,273,0.728376938,254,0.73256539,0.640160817,18682.64324,no_attack
1000,5406,303.7641545,6429.674603,262,0.787279412,271,0.791818995,285,0.72611079,270,0.722703958,0.621974121,16876.12403,no_attack
1010,4857,342.8424831,6494.808,270,0.792378074,286,0.788581505,288,0.735256231,268,0.736031295,0.649677563,17946.52234,no_attack
1020,5167,314.0708926,5783.472727,294,0.786152861,308,0.780907403,289,0.735881602,262,0.745859184,0.608547863,18161.19933,no_attack
1030,6113,343.3313433,7783.037594,279,0.783414996,289,0.784926503,290,0.719761684,270,0.723712756,0.605627345,19407.10448,no_attack
1040,5071,396.3513134,7721.109375,271,0.794961996,284,0.785574903,267,0.7039678,246,0.712931718,0.609870778,17589.56157,no_attack
1050,4695,371.6015251,6460.799242,277,0.784834681,292,0.777271991,258,0.699227623,240,0.71635362,0.636729768,17975.14467,no_attack
1060,5210,428.0210239,8173.769517,282,0.771202475,291,0.765475747,270,0.678960616,239,0.699679456,0.639801504,16964.95132,no_attack
1070,5483,444.7883158,9044.586466,282,0.767653936,295,0.75919905,263,0.703778529,238,0.717169171,0.614781076,18464.75707,no_attack
1080,5753,428.6118479,9467.96875,278,0.757228518,296,0.746087398,260,0.697187518,239,0.715488318,0.56838825,18655.81447,no_attack
1090,5917,457.6450172,11382.45299,245,0.750316086,264,0.747433453,245,0.682639253,221,0.694966079,0.546472247,18251.83383,no_attack
1100,6818,460.4118782,12708.5,257,0.741228682,268,0.73463191,242,0.673940953,216,0.700916334,0.532641689,17633.79148,no_attack
1110,7577,464.9116707,13268.54373,274,0.755400992,280,0.745036312,264,0.676692659,250,0.696918252,0.561614829,18092.04912,no_attack
1120,6423,416.702886,9933.507519,277,0.738781382,285,0.734696545,266,0.683861771,232,0.698643002,0.554569494,19150.32569,no_attack
1130,6931,437.5006586,11366.69962,276,0.761530984,302,0.743393487,280,0.673301534,245,0.705955065,0.573000799,18083.64774,no_attack
1140,7041,537.9907568,12584.62162,317,0.747553542,340,0.735468915,303,0.657855684,264,0.682780436,0.59330892,16589.59575,no_attack
1150,7577,494.5869041,11876.44695,326,0.761101913,347,0.746140466,345,0.657800091,303,0.677439501,0.632387482,16823.59729,no_attack
1160,8188,480.4683873,13797.28014,296,0.759435035,305,0.751574299,318,0.668609768,288,0.681232063,0.590350731,17806.5993,no_attack
1170,16547,746.1707065,44664.42182,290,0.535529783,305,0.527669162,322,0.489326824,285,0.503513429,0.400898179,20396.74085,attack
1180,20915,787.6214203,54639.92333,316,0.475450324,334,0.467267404,327,0.435966205,288,0.448589538,0.344437721,20847.98285,attack
1190,21006,762.0203097,52111.23203,321,0.506861158,336,0.500751471,360,0.527928966,324,0.538025744,0.388450804,20592.84088,attack
1200,21564,733.6460944,50482.84615,332,0.506579109,344,0.499933002,408,0.489373567,370,0.495006705,0.414167753,21236.84889,attack
1210,19739,774.4585793,50901.87291,312,0.506908771,339,0.49746086,336,0.465809023,282,0.481484277,0.36433944,20558.36229,attack
1220,20676,773.9442504,55003.41724,301,0.510231178,320,0.503529687,422,0.491967297,391,0.502411843,0.38377738,20199.65112,attack
1230,21452,764.2970519,51686.79747,327,0.477985883,339,0.471342741,359,0.443745877,333,0.450090293,0.384574057,21176.44375,attack
1240,16798,712.4787527,41048.60345,307,0.594669779,315,0.586251048,330,0.551797368,311,0.560934368,0.45271559,21085.27738,attack
1250,9754,418.7707816,13065.64839,324,0.750188763,333,0.735484379,306,0.687129173,289,0.699287503,0.529884454,18801.80644,no_attack
1260,9580,509.2337306,18569.40385,280,0.764931796,276,0.753443054,290,0.690941905,255,0.718275388,0.525131141,19684.28111,no_attack
1270,11439,606.282557,25129.74818,290,0.689100429,297,0.67894576,290,0.62015067,271,0.656883257,0.515347903,20083.56414,no_attack
1280,8446,487.6081808,16846.66116,259,0.746413545,263,0.735276017,247,0.689533728,238,0.701947376,0.495260966,18101.80195,no_attack
1290,9306,498.395364,18258.6746,262,0.73656708,271,0.725007233,282,0.673283526,271,0.689865334,0.513142952,18069.91568,no_attack
1300,9655,484.8518905,16941.50365,288,0.74836613,292,0.739529998,281,0.68079752,277,0.699183891,0.507814876,18152.86518,no_attack
1310,10567,538.0904585,20830.65314,287,0.745826006,303,0.728731965,324,0.659646041,302,0.683893658,0.550365253,18927.10122,no_attack
1320,10432,557.3414161,22186.06178,289,0.720358194,282,0.718360578,279,0.650330083,297,0.664541637,0.513998274,21785.94357,no_attack
1330,9819,529.9764524,18948.60662,288,0.747175005,293,0.733914568,265,0.685744997,255,0.707499131,0.488391671,19229.4875,no_attack
1340,9071,473.2878602,16614.99219,271,0.734599855,272,0.723826093,256,0.679847911,246,0.704221465,0.448482636,19083.30508,no_attack
1350,8734,462.2188622,15168.86312,275,0.736399683,287,0.722581047,270,0.679770137,258,0.693551607,0.4877975,17127.96373,no_attack
1360,9237,478.1981153,16344.70412,279,0.742135762,284,0.731959596,277,0.674174412,254,0.70236836,0.504054438,16825.40025,no_attack
1370,9390,477.853519,15212.49141,309,0.747597279,321,0.737389251,309,0.679063722,288,0.694541816,0.504444891,17401.50663,no_attack
1380,8598,463.3132488,15113.5977,278,0.729430288,283,0.727427057,248,0.685819158,238,0.699373097,0.436219895,16953.89292,no_attack
1390,9908,448.3984924,17678.4257,262,0.716005733,267,0.705117244,261,0.680839578,253,0.681665037,0.474631474,16153.00145,no_attack
1400,8774,486.5206079,15946.86038,278,0.722123144,291,0.705112933,277,0.687034548,254,0.685975587,0.475855199,16663.13297,no_attack
1410,9899,449.4450347,15544.76325,295,0.731003138,304,0.717434487,337,0.696980077,320,0.684833324,0.49917459,18623.60236,no_attack
1420,12194,654.0864758,30255.24427,274,0.643966137,276,0.633334029,281,0.606150733,267,0.604763055,0.494406304,19679.57038,no_attack
1430,11181,359.3023193,15613.44706,271,0.69044005,281,0.680128922,261,0.661310198,238,0.656126471,0.366925266,165562.6585,no_attack
1440,9688,383.0373861,14748.48387,274,0.737869251,275,0.719481838,246,0.707722839,265,0.694909712,0.391535261,75902.69652,no_attack
1450,8711,437.8091099,14871.72047,269,0.759282528,274,0.739513362,261,0.721568631,244,0.714114535,0.431258993,16789.50384,no_attack
1460,8674,448.7678987,15383.26295,268,0.741318382,275,0.724641965,269,0.710527044,259,0.694544435,0.452982119,17034.99379,no_attack
1470,8005,461.6667931,13577.12268,281,0.727181821,288,0.714062733,265,0.691746647,240,0.684474717,0.448669539,16038.76841,no_attack
1480,8840,478.6590494,15928.60837,275,0.733943201,291,0.715329011,289,0.683626661,271,0.68763939,0.504760316,15664.64825,no_attack
1490,8929,451.6133363,15883.52778,267,0.74862298,282,0.734582303,280,0.708103847,265,0.698742497,0.468903853,15941.35384,no_attack
1500,9698,447.037893,15120.58451,302,0.759655674,306,0.737071193,304,0.708584769,291,0.705478043,0.464631786,16438.54358,no_attack
1510,8853,456.0995558,16016.392,266,0.75426304,275,0.741359078,290,0.707515638,273,0.696569842,0.495732789,16114.75614,no_attack
1520,8529,412.0172495,13310.35878,277,0.738006863,284,0.71444029,285,0.703002332,264,0.699941627,0.460827443,80515.87087,no_attack
1530,8683,416.0046447,12933.68953,287,0.72480185,292,0.711080957,261,0.701459644,242,0.693968969,0.447950175,17079.85774,no_attack
1540,9513,435.0942875,14955.17518,289,0.74546731,294,0.729250941,298,0.692908975,279,0.70044842,0.493276833,73025.72573,no_attack
1550,9730,463.4973035,17188.61923,274,0.767109024,283,0.742845802,294,0.712282223,272,0.713462436,0.49093954,17674.55857,no_attack
1560,8956,452.9936659,14406.17626,296,0.755078338,307,0.734682761,291,0.710628235,271,0.716529019,0.492808114,16919.42204,no_attack
1570,10670,451.657105,16394.68729,302,0.734272835,315,0.722593116,290,0.696710642,273,0.688415193,0.492600661,16429.03598,no_attack
1580,9759,448.4102697,14419.14618,314,0.748690996,325,0.72906737,331,0.694048946,312,0.697261708,0.525976858,15325.40772,no_attack
1590,9966,450.0641895,15068.75932,307,0.746542842,321,0.728808192,311,0.698054453,296,0.693403792,0.520790188,16282.08974,no_attack
1600,9196,449.4385214,13658.43667,315,0.741961835,323,0.727459745,303,0.690076521,283,0.700495706,0.533489198,16400.46321,no_attack
1610,8570,445.194343,13637.09025,291,0.747376682,296,0.741082026,294,0.687092872,268,0.706017356,0.52139323,17133.11009,no_attack
1620,9369,468.0792571,14212.72787,322,0.764018855,336,0.754682583,323,0.687718568,292,0.70590111,0.539069321,18487.38133,no_attack
1630,8612,434.4241998,13328.07194,292,0.760660585,298,0.752530782,289,0.693596737,268,0.705188654,0.541086769,17264.1038,no_attack
1640,7761,384.8434034,10239.77431,300,0.758895242,311,0.744027995,290,0.689677397,271,0.698848634,0.535060036,15967.14218,no_attack
1650,7788,374.9875341,10061.94774,300,0.764537831,314,0.750595145,278,0.70311714,251,0.709212076,0.498349739,15827.39721,no_attack
1660,8593,414.4305309,11761.2047,309,0.748528097,321,0.735918475,304,0.667343433,270,0.690155311,0.512241913,16186.98982,no_attack
1670,8747,464.1604403,12826.75081,324,0.74181732,336,0.72988395,308,0.677043922,290,0.687550964,0.501761902,15669.42337,no_attack
1680,11595,649.4198885,29019.21401,278,0.653592661,299,0.63876088,250,0.578534225,227,0.605475849,0.467674926,20316.40193,no_attack
1690,11014,607.0476016,25505.33846,276,0.682955487,288,0.668587709,245,0.641207475,223,0.656044319,0.462278209,14483.50604,no_attack
1700,9911,338.7484694,11730.51237,295,0.736559967,310,0.72644939,266,0.6747888,246,0.691173427,0.422052479,16708.44099,no_attack
1710,11071,291.554218,10836.92203,305,0.684551207,314,0.679449417,301,0.630898346,268,0.649120626,0.42477019,16429.71189,no_attack
1720,11225,283.5930997,10708.05102,307,0.697002182,315,0.691560967,295,0.642132202,268,0.656535953,0.414387156,16098.86415,no_attack
1730,10457,295.6074253,10017.80719,320,0.701951873,323,0.696870394,310,0.654423442,287,0.67370333,0.44989246,15853.14886,no_attack
1740,9538,269.7001908,9321.945055,292,0.679015322,299,0.674345068,257,0.643568414,250,0.655218953,0.398391968,15729.88409,no_attack
1750,11708,317.0066202,13407.65091,295,0.701738771,296,0.704478456,279,0.657611601,261,0.676634538,0.419196924,15308.99097,no_attack
1760,9854,339.1731123,12054.82909,287,0.726268093,302,0.718732198,279,0.665481921,257,0.691349285,0.440652249,15164.74708,no_attack
1770,13387,367.6856627,15878.52922,320,0.701518771,335,0.697010448,301,0.64889828,284,0.671467061,0.464285064,16422.42004,no_attack
1780,10183,328.3479941,11351.61986,310,0.703633826,328,0.698149614,281,0.6574938,255,0.679765846,0.433910513,14998.30986,no_attack
1790,8907,379.2934376,10936.29412,317,0.750791791,326,0.743493292,302,0.686664715,278,0.708619624,0.50820321,14121.15206,no_attack
1800,10711,386.6767087,13422.48366,323,0.734978036,338,0.733325575,301,0.670139413,278,0.698758628,0.484287588,15612.94822,no_attack
1810,10790,448.0290763,15164.93354,332,0.735936828,341,0.734396872,305,0.67282559,275,0.693371499,0.510494172,16343.90564,no_attack
1820,8760,368.2915948,11563.29242,293,0.744936653,299,0.740202557,273,0.690123976,262,0.706842438,0.485085512,17161.36905,no_attack
1830,8465,361.1833671,10673.98592,299,0.736562955,303,0.74055572,266,0.691887472,237,0.70448054,0.467795817,15218.1469,no_attack
1840,9924,314.0578353,12239.53175,271,0.692856803,277,0.682709739,251,0.653101245,230,0.676576061,0.464365109,14861.68182,no_attack
1850,7543,332.304342,9116.378676,283,0.717549283,297,0.717394537,267,0.677442117,239,0.689298168,0.476346486,15118.17647,no_attack
1860,7470,345.3709111,9678.234848,280,0.749663432,284,0.742461672,236,0.698216323,221,0.718060712,0.460552005,16094.39772,no_attack
1870,6681,381.7282214,9524.479245,277,0.779494684,283,0.760580846,271,0.699827303,247,0.716311161,0.492894509,16185.62168,no_attack
1880,6400,331.8707332,9292.380531,243,0.770929671,248,0.758836582,232,0.709602393,221,0.712911466,0.441656745,16690.55581,no_attack
1890,7419,367.7724551,9098.962963,305,0.76491898,313,0.758606755,281,0.693155535,263,0.703948715,0.471489709,15469.19402,no_attack
1900,7528,364.5883618,9973.904412,285,0.783936825,297,0.760584276,281,0.699620109,265,0.722282169,0.5206456,17224.03543,no_attack
1910,7228,351.5435482,9453.349624,281,0.7728077,290,0.76219722,257,0.702060202,248,0.711444446,0.463417265,15208.69173,no_attack
1920,8006,316.2582882,9575.866412,277,0.77104559,288,0.758219071,277,0.721451198,261,0.724895132,0.452040892,17016.97508,no_attack
1930,7208,340.0877242,8824.967273,285,0.772203708,292,0.761506843,266,0.703664676,248,0.718726569,0.453994152,16768.26712,no_attack
1940,7064,329.6567742,8422.549451,288,0.769413241,298,0.758730786,258,0.699314939,246,0.715763882,0.453070862,16363.41841,no_attack
1950,7592,277.976874,7212.062069,299,0.766911384,307,0.761397751,284,0.716543846,264,0.722783411,0.430038893,17174.26764,no_attack
1960,8537,269.3611309,7609,310,0.746660494,325,0.738780546,294,0.691661953,269,0.700508358,0.44647042,16250.10446,no_attack
1970,12804,408.1906262,17625.78231,312,0.69809955,319,0.690390896,303,0.67049965,282,0.685886683,0.4647271,17324.97654,no_attack
1980,9137,313.8215869,10850.29119,278,0.747930464,290,0.735487096,264,0.689423162,243,0.701980005,0.439199012,15542.17953,no_attack
1990,8497,390.1602434,11678.33214,295,0.76691641,305,0.755686273,271,0.692290046,258,0.705880514,0.458964196,16182.28869,no_attack
2000,9594,358.2588682,11053.5114,324,0.765207462,337,0.751747233,321,0.684386339,302,0.702264904,0.510746056,15075.48662,no_attack
2010,9871,348.4387797,10472.46154,334,0.765355375,350,0.749688624,317,0.689560688,300,0.71116928,0.472389499,15605.01875,no_attack
2020,10253,306.8410902,10790.40138,301,0.72157874,312,0.709040841,287,0.661404316,266,0.670445929,0.406212394,15761.42661,no_attack
2030,8881,353.6888939,11511.91852,287,0.73643519,291,0.726915863,276,0.673523412,254,0.686695176,0.429433959,15836.72161,no_attack
2040,9594,342.5030066,11118.44521,312,0.733152463,318,0.726875542,331,0.679113291,297,0.683183538,0.471960434,15942.39126,no_attack
2050,8184,320.0108655,8610.524917,314,0.735316248,317,0.727562215,278,0.682469143,252,0.694000206,0.449247658,16095.34721,no_attack
2060,8743,280.0831118,8561.833922,297,0.736020921,307,0.720555413,266,0.688687213,254,0.692550752,0.410356732,16247.78575,no_attack
2070,8673,295.0997902,8669.061644,304,0.73253419,320,0.713780825,302,0.677201494,269,0.692387527,0.443105889,15800.76037,no_attack
